building_id,pnu,longitude,latitude,footprint_area_m2,sigungu_code,legal_dong_name,lot_number,building_name,gis_use_name,underground_floor_count_gis,ground_floor_count_gis,underground_parking_status,underground_parking_confirmed,register_underground_floor_max,register_ground_floor_max,indoor_parking_slots_max,total_floor_area_max_m2,building_area_max_m2,parcel_area_max_m2,building_height_max_m,household_count_max,main_purpose_name,structure_name,approval_year_min,register_rows_on_parcel,register_evidence
2008300913743139891000000000,4725034025112380000,128.1245762,36.3214187,1361.6,47250,경상북도 상주시 청리면 마공리,1238,,교육연구시설,1,4,UNDERGROUND_FLOOR_ONLY,0,1.0,4.0,0.0,3951.75,1713.72,0.0,21.1,0.0,교육연구시설,철근콘크리트구조,2008,9,지하층은 있으나 옥내주차 근거 없음
2013282579183341185500000000,4725047021200070025,127.9225676,36.5045386,628.3,47250,경상북도 상주시 화남면 동관리,7-25,,제1종근린생활시설,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,647.48,529.71,2745.41,6.3,0.0,제1종근린생활시설,철근콘크리트구조,2013,1,지하층은 있으나 옥내주차 근거 없음
2005303316303258167400000000,4725013300106520019,128.1528958,36.42773,1657.9,47250,경상북도 상주시 만산동,652-19,,업무시설,1,3,GIS_BASEMENT_CANDIDATE_NOT_CONFIRMED_BY_TITLE,0,0.0,3.0,0.0,413.88,163.68,8535.68,10.7,0.0,단독주택,철근콘크리트구조,2012,1,GIS에는 지하층이 있으나 건축물대장 표제부에서 확인되지 않음
1993304168963243941100000000,4725010700100010119,128.1622115,36.4148204,475.2,47250,경상북도 상주시 남성동,1-119,,제1종근린생활시설,1,5,CONFIRMED_BASEMENT_PARKING_USE,1,1.0,5.0,19.0,2967.04,548.17,0.0,20.15,0.0,제1종근린생활시설,철근콘크리트구조,1993,2,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함
1994305806353414627200000000,4725025022106320002,128.1827969,36.5684231,222.9,47250,경상북도 상주시 함창읍 오동리,632-2,,교육연구시설,1,3,UNDERGROUND_FLOOR_ONLY,0,1.0,3.0,0.0,1647.15,598.07,0.0,13.4,0.0,교육연구시설,철근콘크리트구조,1994,3,지하층은 있으나 옥내주차 근거 없음
2003305311413289818900000000,4725012800106660003,128.175569,36.4560305,9682.2,47250,경상북도 상주시 초산동,666-3,(주)올품,공장,1,4,UNDERGROUND_FLOOR_ONLY,0,1.0,4.0,0.0,33578.39,16148.01,66570.0,54.14,0.0,공장,철근콘크리트구조,2003,14,지하층은 있으나 옥내주차 근거 없음
1995304463103252224900000000,4725010500100780000,128.1656017,36.4222519,686.2,47250,경상북도 상주시 냉림동,78,냉림 3주공아파트,공동주택,1,15,UNDERGROUND_FLOOR_ONLY,0,1.0,15.0,0.0,10624.634,700.46,17286.0,41.3,239.0,공동주택,철근콘크리트구조,1995,9,지하층은 있으나 옥내주차 근거 없음
2009286861583233621400000000,4725040022106780002,127.969158,36.4072416,108.9,47250,경상북도 상주시 화동면 선교리,678-2,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,122.26,118.61,610.0,5.5,0.0,단독주택,철근콘크리트구조,2009,2,지하층은 있으나 옥내주차 근거 없음
2008284706093153591500000000,4725039021104620008,127.9442603,36.3353229,2758.2,47250,경상북도 상주시 모서면 삼포리,462-8,상주오렌지골프리조트(18홀),운동시설,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,6303.75,3130.95,1046955.0,13.42,0.0,운동시설,철근콘크리트구조,2008,7,지하층은 있으나 옥내주차 근거 없음
2013311207343231807200000000,4725033028105290000,128.240495,36.4030998,1301.9,47250,경상북도 상주시 낙동면 신상리,529,연세요양병원,의료시설,1,3,UNDERGROUND_FLOOR_ONLY,0,1.0,3.0,0.0,2855.8,1284.3,6030.0,17.2,0.0,의료시설,철근콘크리트구조,2013,1,지하층은 있으나 옥내주차 근거 없음
2004303011633222690400000000,4725011200105860008,128.1490287,36.3957985,326.6,47250,경상북도 상주시 신봉동,586-8,,단독주택,1,1,CONFIRMED_BASEMENT_PARKING_USE,1,1.0,1.0,2.0,314.97,319.05,1425.0,0.0,0.0,단독주택,철근콘크리트구조,2004,1,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함
2000291374623111873400000000,4725038026101460004,128.0180364,36.2971244,204.3,47250,경상북도 상주시 모동면 상판리,146-4,,제2종근린생활시설,1,5,UNDERGROUND_FLOOR_ONLY,0,1.0,5.0,0.0,935.26,223.96,1480.0,16.9,0.0,제2종근린생활시설,철근콘크리트구조,2000,1,지하층은 있으나 옥내주차 근거 없음
1988303801933252162400000000,4725010900102100008,128.1582298,36.4222672,250.7,47250,경상북도 상주시 무양동,210-8,,숙박시설,1,3,UNDERGROUND_FLOOR_ONLY,0,1.0,3.0,0.0,751.5,228.24,0.0,0.0,0.0,숙박시설,철근콘크리트구조,1988,1,지하층은 있으나 옥내주차 근거 없음
1988305409693413443800000000,4725025021101250006,128.1783504,36.5674008,407.5,47250,경상북도 상주시 함창읍 구향리,125-6,,제2종근린생활시설,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,998.55,370.47,0.0,0.0,0.0,제2종근린생활시설,철근콘크리트구조,1988,1,지하층은 있으나 옥내주차 근거 없음
